title,main_author,publication_year,country,design,subpopulation_studied,condition_name,outcome_name,stat_name,findings
Understanding the impact of a syndemic on the use of pre-exposure prophylaxis in a community-based sample of behaviorally PrEP-eligible BMSM in the United States.,Chandler et al.,2020,USA,Cross-sectional,Black MSM,Depression,PrEP use,Regression analysis using summation score,"BMSM on PrEP were most likely to suffer from IPV, engage in problematic binge drinking and polysubstance use. Synergy was found between all the syndemic conditions"
Understanding the impact of a syndemic on the use of pre-exposure prophylaxis in a community-based sample of behaviorally PrEP-eligible BMSM in the United States.,Chandler et al.,2020,USA,Cross-sectional,Black MSM,IPV,PrEP use,Relative Excess Risk due to Interaction,"BMSM on PrEP were most likely to suffer from IPV, engage in problematic binge drinking and polysubstance use. Synergy was found between all the syndemic conditions"
Understanding the impact of a syndemic on the use of pre-exposure prophylaxis in a community-based sample of behaviorally PrEP-eligible BMSM in the United States.,Chandler et al.,2020,USA,Cross-sectional,Black MSM,IPV,PrEP use,Regression analysis using summation score,"BMSM on PrEP were most likely to suffer from IPV, engage in problematic binge drinking and polysubstance use. Synergy was found between all the syndemic conditions"
Understanding the impact of a syndemic on the use of pre-exposure prophylaxis in a community-based sample of behaviorally PrEP-eligible BMSM in the United States.,Chandler et al.,2020,USA,Cross-sectional,Black MSM,Binge drinking,PrEP use,Relative Excess Risk due to Interaction,"BMSM on PrEP were most likely to suffer from IPV, engage in problematic binge drinking and polysubstance use. Synergy was found between all the syndemic conditions"
Understanding the impact of a syndemic on the use of pre-exposure prophylaxis in a community-based sample of behaviorally PrEP-eligible BMSM in the United States.,Chandler et al.,2020,USA,Cross-sectional,Black MSM,Binge drinking,PrEP use,Regression analysis using summation score,"BMSM on PrEP were most likely to suffer from IPV, engage in problematic binge drinking and polysubstance use. Synergy was found between all the syndemic conditions"
Understanding the impact of a syndemic on the use of pre-exposure prophylaxis in a community-based sample of behaviorally PrEP-eligible BMSM in the United States.,Chandler et al.,2020,USA,Cross-sectional,Black MSM,Polysubstance use,PrEP use,Relative Excess Risk due to Interaction,"BMSM on PrEP were most likely to suffer from IPV, engage in problematic binge drinking and polysubstance use. Synergy was found between all the syndemic conditions"
Understanding the impact of a syndemic on the use of pre-exposure prophylaxis in a community-based sample of behaviorally PrEP-eligible BMSM in the United States.,Chandler et al.,2020,USA,Cross-sectional,Black MSM,Polysubstance use,PrEP use,Regression analysis using summation score,"BMSM on PrEP were most likely to suffer from IPV, engage in problematic binge drinking and polysubstance use. Synergy was found between all the syndemic conditions"
"Informing theoretical development of salutogenic, asset-based health improvement to reduce syndemics among gay, bisexual and other men who have sex with men: Empirical evidence from secondary analysis of multi-national, online cross-sectional surveys.",McDaid et al.,2019,International,Cross-sectional,,Depression,Syndemic conditions as the outcome,Observed/Expected ratio,"Syndemic indicators of poor physical, mental and sexual health cluster and are partly influenced by a pathogenic social context and salutogenic community assets"
"Informing theoretical development of salutogenic, asset-based health improvement to reduce syndemics among gay, bisexual and other men who have sex with men: Empirical evidence from secondary analysis of multi-national, online cross-sectional surveys.",McDaid et al.,2019,International,Cross-sectional,,IPV,Syndemic conditions as the outcome,Observed/Expected ratio,"Syndemic indicators of poor physical, mental and sexual health cluster and are partly influenced by a pathogenic social context and salutogenic community assets"
"Informing theoretical development of salutogenic, asset-based health improvement to reduce syndemics among gay, bisexual and other men who have sex with men: Empirical evidence from secondary analysis of multi-national, online cross-sectional surveys.",McDaid et al.,2019,International,Cross-sectional,,Suicidality,Syndemic conditions as the outcome,Observed/Expected ratio,"Syndemic indicators of poor physical, mental and sexual health cluster and are partly influenced by a pathogenic social context and salutogenic community assets"
"Informing theoretical development of salutogenic, asset-based health improvement to reduce syndemics among gay, bisexual and other men who have sex with men: Empirical evidence from secondary analysis of multi-national, online cross-sectional surveys.",McDaid et al.,2019,International,Cross-sectional,,Anxiety,Syndemic conditions as the outcome,Observed/Expected ratio,"Syndemic indicators of poor physical, mental and sexual health cluster and are partly influenced by a pathogenic social context and salutogenic community assets"
"Informing theoretical development of salutogenic, asset-based health improvement to reduce syndemics among gay, bisexual and other men who have sex with men: Empirical evidence from secondary analysis of multi-national, online cross-sectional surveys.",McDaid et al.,2019,International,Cross-sectional,,STI,Syndemic conditions as the outcome,Observed/Expected ratio,"Syndemic indicators of poor physical, mental and sexual health cluster and are partly influenced by a pathogenic social context and salutogenic community assets"
"Informing theoretical development of salutogenic, asset-based health improvement to reduce syndemics among gay, bisexual and other men who have sex with men: Empirical evidence from secondary analysis of multi-national, online cross-sectional surveys.",McDaid et al.,2019,International,Cross-sectional,,Poor physical health,Syndemic conditions as the outcome,Observed/Expected ratio,"Syndemic indicators of poor physical, mental and sexual health cluster and are partly influenced by a pathogenic social context and salutogenic community assets"
"Using Syndemics Theory to Examine HIV Sexual Risk Among Latinx Men Who Have Sex with Men in Philadelphia, PA: Findings from the National HIV Behavioral Surveillance.",Martinez et al.,2020,USA,Cross-sectional,Latino MSM,Binge drinking,Sexual risk behaviors,Regression analysis using summation score,Having 2 or more syndemic conditions increased the number of male partners and CAS with casual partners in this sample of Latinx MSM in Philadelphia
