title,main_author,publication_year,country,design,subpopulation_studied,stat_name,condition_name
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Latent Class Analysis,Discrimination
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Mediation Analysis,Experience of trauma
Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,Black MSM,Latent Class Analysis,Experience of trauma
Syndemic profiles and sexual minority men's hiv-risk behavior: A latent class analysis.,Scheer et al.,2021,USA,Cross-sectional,,Latent Class Analysis,Suicidality
Syndemic profiles and sexual minority men's hiv-risk behavior: A latent class analysis.,Scheer et al.,2021,USA,Cross-sectional,,Latent Class Analysis,Polysubstance use
Syndemic profiles and sexual minority men's hiv-risk behavior: A latent class analysis.,Scheer et al.,2021,USA,Cross-sectional,,Latent Class Analysis,Alcohol Use Disorder
Syndemic profiles and sexual minority men's hiv-risk behavior: A latent class analysis.,Scheer et al.,2021,USA,Cross-sectional,,Latent Class Analysis,HIV
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,Structural Equation Modeling,Depression
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,Mediation Analysis,Depression
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,Structural Equation Modeling,IPV
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,Mediation Analysis,IPV
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,Structural Equation Modeling,Polysubstance use
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,Mediation Analysis,Polysubstance use
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,Structural Equation Modeling,Violence
Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,Black MSM involved in Sex Work,Mediation Analysis,Violence
"Intersecting barriers to prep awareness and uptake in black men who have sex with men in atlanta, ga: A syndemic perspective.",Sullivan and Eaton,2020,USA,Cross-sectional,Black MSM,Regression analysis using summation score,Depression
"Intersecting barriers to prep awareness and uptake in black men who have sex with men in atlanta, ga: A syndemic perspective.",Sullivan and Eaton,2020,USA,Cross-sectional,Black MSM,Regression analysis using summation score,Substance use
"Intersecting barriers to prep awareness and uptake in black men who have sex with men in atlanta, ga: A syndemic perspective.",Sullivan and Eaton,2020,USA,Cross-sectional,Black MSM,Regression analysis using summation score,Alcohol Use Disorder
"Intersecting barriers to prep awareness and uptake in black men who have sex with men in atlanta, ga: A syndemic perspective.",Sullivan and Eaton,2020,USA,Cross-sectional,Black MSM,Regression analysis using summation score,Exchange sex
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,Synergy factor analysis,Substance use
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,Relative Excess Risk due to Interaction,Substance use
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,Synergy factor analysis,IPV
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,Relative Excess Risk due to Interaction,IPV
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,Synergy factor analysis,CSA
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,Relative Excess Risk due to Interaction,CSA
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,Synergy factor analysis,HIV
A new approach to measuring the synergy in a syndemic: Revisiting the SAVA syndemic among urban MSM in the United States.,Bulled et al.,2021,USA,Cross-sectional,,Relative Excess Risk due to Interaction,HIV
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Relative Excess Risk due to Interaction,Substance use
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Regression analysis using summation score,Substance use
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Relative Excess Risk due to Interaction,IPV
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Regression analysis using summation score,IPV
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Relative Excess Risk due to Interaction,CSA
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Regression analysis using summation score,CSA
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Relative Excess Risk due to Interaction,Internalised homophobia
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Regression analysis using summation score,Internalised homophobia
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Relative Excess Risk due to Interaction,Childhood abuse
"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,,Regression analysis using summation score,Childhood abuse
Ecological and Syndemic Predictors of Drug Use During Sex and Transactional Sex among U.S. Black Men Who Have Sex with Men: A Secondary Data Analysis from the HPTN 061 Study.,Leblanc et al.,2021,USA,Longitudinal,Black MSM,Structural Equation Modeling,Depression
Ecological and Syndemic Predictors of Drug Use During Sex and Transactional Sex among U.S. Black Men Who Have Sex with Men: A Secondary Data Analysis from the HPTN 061 Study.,Leblanc et al.,2021,USA,Longitudinal,Black MSM,Structural Equation Modeling,Substance use
Ecological and Syndemic Predictors of Drug Use During Sex and Transactional Sex among U.S. Black Men Who Have Sex with Men: A Secondary Data Analysis from the HPTN 061 Study.,Leblanc et al.,2021,USA,Longitudinal,Black MSM,Structural Equation Modeling,Violence
"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,MSM involved in Sex Work,Regression analysis using summation score,Depression
"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,MSM involved in Sex Work,Regression analysis using summation score,Substance use
"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,MSM involved in Sex Work,Regression analysis using summation score,CSA
"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,MSM involved in Sex Work,Regression analysis using summation score,Polysubstance use
"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,MSM involved in Sex Work,Regression analysis using summation score,Alcohol Use Disorder
"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,MSM involved in Sex Work,Regression analysis using summation score,Violence
Estimating HIV transmissions in a large U.S. clinic-based sample: effects of time and syndemic conditions.,Satyanarayana et al.,2021,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,Depression
Estimating HIV transmissions in a large U.S. clinic-based sample: effects of time and syndemic conditions.,Satyanarayana et al.,2021,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,Anxiety
Estimating HIV transmissions in a large U.S. clinic-based sample: effects of time and syndemic conditions.,Satyanarayana et al.,2021,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,Alcohol Use Disorder
Estimating HIV transmissions in a large U.S. clinic-based sample: effects of time and syndemic conditions.,Satyanarayana et al.,2021,USA,Longitudinal,MSM living with HIV,Regression analysis using summation score,Substance use disorder
