refid,title,main_author,publication_year,country,design,outcome_name,hiv_related,subpopulation_studied,condition_name
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,STI diagnosis,f,,Alexithymia
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,HIV diagnosis,t,,Alexithymia
649,Enhancing help-seeking behaviour among men who have sex with men at risk for sexually transmitted infections: the syn.bas.in randomised controlled trial.,Achterbergh et al.,2021,Netherlands,Randomized controlled trials,Sexual risk behaviors,t,,Alexithymia
676,"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Substance use,f,Black MSM,Depression
676,"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Substance use,f,Black MSM,Substance use
676,"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Substance use,f,Black MSM,IPV
676,"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Substance use,f,Black MSM,Internalised homophobia
676,"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Substance use,f,Black MSM,Discrimination
676,"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Substance use,f,Black MSM,Poor social support
676,"Syndemic latent transition analysis in the HPTN 061 cohort: Prospective interactions between trauma, mental health, social support, and substance use.",Turpin et al.,2020,USA,Longitudinal,Substance use,f,Black MSM,Experience of trauma
682,"Alcohol consumption, substance use, and depression in relation to HIV Pre-Exposure Prophylaxis (PrEP) nonadherence among gay, bisexual, and other men-who-have-sex-with-men.",Shuper et al.,2020,Canada,Cross-sectional,PrEP use,t,,Depression
682,"Alcohol consumption, substance use, and depression in relation to HIV Pre-Exposure Prophylaxis (PrEP) nonadherence among gay, bisexual, and other men-who-have-sex-with-men.",Shuper et al.,2020,Canada,Cross-sectional,PrEP use,t,,Substance use
682,"Alcohol consumption, substance use, and depression in relation to HIV Pre-Exposure Prophylaxis (PrEP) nonadherence among gay, bisexual, and other men-who-have-sex-with-men.",Shuper et al.,2020,Canada,Cross-sectional,PrEP use,t,,Alcohol Use Disorder
685,Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,STI diagnosis,f,Black MSM,Depression
685,Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,STI diagnosis,f,Black MSM,Substance use
685,Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,STI diagnosis,f,Black MSM,IPV
685,Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,STI diagnosis,f,Black MSM,Binge drinking
685,Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,STI diagnosis,f,Black MSM,Incarceration
685,Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,STI diagnosis,f,Black MSM,Discrimination
685,Latent Profile Analysis of a Syndemic of Vulnerability Factors on Incident Sexually Transmitted Infection in a Cohort of Black Men Who Have Sex With Men Only and Black Men Who Have Sex With Men and Women in the HIV Prevention Trials Network 061 Study.,Dyer et al.,2020,USA,Longitudinal,STI diagnosis,f,Black MSM,Experience of trauma
699,Syndemic profiles and sexual minority men's hiv-risk behavior: A latent class analysis.,Scheer et al.,2021,USA,Cross-sectional,Sexual risk behaviors,t,,Suicidality
699,Syndemic profiles and sexual minority men's hiv-risk behavior: A latent class analysis.,Scheer et al.,2021,USA,Cross-sectional,Sexual risk behaviors,t,,Polysubstance use
699,Syndemic profiles and sexual minority men's hiv-risk behavior: A latent class analysis.,Scheer et al.,2021,USA,Cross-sectional,Sexual risk behaviors,t,,Alcohol Use Disorder
699,Syndemic profiles and sexual minority men's hiv-risk behavior: A latent class analysis.,Scheer et al.,2021,USA,Cross-sectional,Sexual risk behaviors,t,,HIV
702,Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,STI diagnosis,f,Black MSM involved in Sex Work,Depression
702,Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,STI diagnosis,f,Black MSM involved in Sex Work,IPV
702,Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,STI diagnosis,f,Black MSM involved in Sex Work,Polysubstance use
702,Syndemic health disparities and sexually transmitted infection burden among black men who have sex with men engaged in sex work in the u.S.,Chandler et al.,2020,USA,Cross-sectional,STI diagnosis,f,Black MSM involved in Sex Work,Violence
708,"Intersecting barriers to prep awareness and uptake in black men who have sex with men in atlanta, ga: A syndemic perspective.",Sullivan and Eaton,2020,USA,Cross-sectional,PrEP use,t,Black MSM,Depression
708,"Intersecting barriers to prep awareness and uptake in black men who have sex with men in atlanta, ga: A syndemic perspective.",Sullivan and Eaton,2020,USA,Cross-sectional,PrEP use,t,Black MSM,Substance use
708,"Intersecting barriers to prep awareness and uptake in black men who have sex with men in atlanta, ga: A syndemic perspective.",Sullivan and Eaton,2020,USA,Cross-sectional,PrEP use,t,Black MSM,Alcohol Use Disorder
708,"Intersecting barriers to prep awareness and uptake in black men who have sex with men in atlanta, ga: A syndemic perspective.",Sullivan and Eaton,2020,USA,Cross-sectional,PrEP use,t,Black MSM,Exchange sex
782,"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,HIV diagnosis,t,,Substance use
782,"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,Sexual risk behaviors,t,,Substance use
782,"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,HIV diagnosis,t,,IPV
782,"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,Sexual risk behaviors,t,,IPV
782,"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,HIV diagnosis,t,,CSA
782,"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,Sexual risk behaviors,t,,CSA
782,"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,HIV diagnosis,t,,Internalised homophobia
782,"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,Sexual risk behaviors,t,,Internalised homophobia
782,"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,HIV diagnosis,t,,Childhood abuse
782,"Syndemic Conditions, Sexual Risk Behavior, and HIV Infection Among Men Who Have Sex with Men in Taiwan.",Chuang et al.,2021,Taiwan,Cross-sectional,Sexual risk behaviors,t,,Childhood abuse
789,Ecological and Syndemic Predictors of Drug Use During Sex and Transactional Sex among U.S. Black Men Who Have Sex with Men: A Secondary Data Analysis from the HPTN 061 Study.,Leblanc et al.,2021,USA,Longitudinal,Sexual risk behaviors,t,Black MSM,Depression
789,Ecological and Syndemic Predictors of Drug Use During Sex and Transactional Sex among U.S. Black Men Who Have Sex with Men: A Secondary Data Analysis from the HPTN 061 Study.,Leblanc et al.,2021,USA,Longitudinal,Engagement in exchange sex,f,Black MSM,Depression
789,Ecological and Syndemic Predictors of Drug Use During Sex and Transactional Sex among U.S. Black Men Who Have Sex with Men: A Secondary Data Analysis from the HPTN 061 Study.,Leblanc et al.,2021,USA,Longitudinal,Sexual risk behaviors,t,Black MSM,Substance use
789,Ecological and Syndemic Predictors of Drug Use During Sex and Transactional Sex among U.S. Black Men Who Have Sex with Men: A Secondary Data Analysis from the HPTN 061 Study.,Leblanc et al.,2021,USA,Longitudinal,Engagement in exchange sex,f,Black MSM,Substance use
789,Ecological and Syndemic Predictors of Drug Use During Sex and Transactional Sex among U.S. Black Men Who Have Sex with Men: A Secondary Data Analysis from the HPTN 061 Study.,Leblanc et al.,2021,USA,Longitudinal,Sexual risk behaviors,t,Black MSM,Violence
789,Ecological and Syndemic Predictors of Drug Use During Sex and Transactional Sex among U.S. Black Men Who Have Sex with Men: A Secondary Data Analysis from the HPTN 061 Study.,Leblanc et al.,2021,USA,Longitudinal,Engagement in exchange sex,f,Black MSM,Violence
790,"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,Sexual risk behaviors,t,MSM involved in Sex Work,Depression
790,"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,Sexual risk behaviors,t,MSM involved in Sex Work,Substance use
790,"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,Sexual risk behaviors,t,MSM involved in Sex Work,CSA
790,"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,Sexual risk behaviors,t,MSM involved in Sex Work,Polysubstance use
790,"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,Sexual risk behaviors,t,MSM involved in Sex Work,Alcohol Use Disorder
790,"Substance Use, Mental Health Problems, and Physical and Sexual Violence Additively Increase HIV Risk Between Male Sex Workers and Their Male Clients in Northeastern United States.",Mimiaga et al.,2021,USA,Longitudinal,Sexual risk behaviors,t,MSM involved in Sex Work,Violence
793,Estimating HIV transmissions in a large U.S. clinic-based sample: effects of time and syndemic conditions.,Satyanarayana et al.,2021,USA,Longitudinal,HIV transmission,t,MSM living with HIV,Depression
793,Estimating HIV transmissions in a large U.S. clinic-based sample: effects of time and syndemic conditions.,Satyanarayana et al.,2021,USA,Longitudinal,HIV transmission,t,MSM living with HIV,Anxiety
793,Estimating HIV transmissions in a large U.S. clinic-based sample: effects of time and syndemic conditions.,Satyanarayana et al.,2021,USA,Longitudinal,HIV transmission,t,MSM living with HIV,Alcohol Use Disorder
793,Estimating HIV transmissions in a large U.S. clinic-based sample: effects of time and syndemic conditions.,Satyanarayana et al.,2021,USA,Longitudinal,HIV transmission,t,MSM living with HIV,Substance use disorder
